shop_name_1,product_name_1,brand_1,shop_name_2,product_name_2,brand_2,verdict
ACE Market,KIKKOMAN Tamari Gluten-Free Soy Sauce 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Ponzu Soy Sauce, 1L",KIKKOMAN,DIFFERENT
ACE Market,KIKKOMAN Tamari Gluten-Free Soy Sauce 1L,KIKKOMAN,Toko Asia,KIKKOMAN SOY SAUCE GLUTEN FREE TAMARI 1LITER,KIKKOMAN,SAME
ACE Market,KIKKOMAN Tamari Gluten-Free Soy Sauce 1L,KIKKOMAN,Toko Asia,KIKKOMAN SOY SAUCE 1 LITER,KIKKOMAN,DIFFERENT
ACE Market,KIKKOMAN Tamari Gluten-Free Soy Sauce 1L,KIKKOMAN,Toko Gembira,Kikkoman Soja Saus 1 liter less salt,KIKKOMAN,DIFFERENT
ACE Market,KIKKOMAN Tamari Gluten-Free Soy Sauce 1L,KIKKOMAN,Toko Gembira,Kikkoman sojasaus 1 L,KIKKOMAN,DIFFERENT
ACE Market,LEE KUM KEE Premium Dark Soy Sauce 500ml,LEE KUM KEE,Dun Yong,Double Deluxe Soy Sauce (Lee Kum Kee) 500ml,LEE KUM KEE,DIFFERENT
ACE Market,LEE KUM KEE Premium Dark Soy Sauce 500ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Premium Light Soy Sauce, 500ml",LEE KUM KEE,DIFFERENT
ACE Market,LEE KUM KEE Premium Dark Soy Sauce 500ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Double Deluxe Soy Sauce, 500ml",LEE KUM KEE,DIFFERENT
ACE Market,LEE KUM KEE Premium Dark Soy Sauce 500ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Premium Dark Soy Sauce, 500ml",LEE KUM KEE,SAME
ACE Market,LEE KUM KEE Premium Dark Soy Sauce 500ml,LEE KUM KEE,Toko Asia,LEE KUM KEE PREMIUM DARK SOY SAUCE 500 ML,LEE KUM KEE,SAME
ACE Market,LEE KUM KEE Premium Dark Soy Sauce 500ml,LEE KUM KEE,Toko Asia,LEE KUM KEE PREMIUM LIGHT SOY SAUCE 500 ML,LEE KUM KEE,DIFFERENT
ACE Market,LEE KUM KEE Premium Light Soy Sauce 150ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Double Deluxe Soy Sauce, 150ml",LEE KUM KEE,DIFFERENT
ACE Market,LEE KUM KEE Premium Light Soy Sauce 150ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Premium Dark Soy Sauce, 150ml",LEE KUM KEE,DIFFERENT
ACE Market,LEE KUM KEE Premium Light Soy Sauce 150ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Premium Light Soy Sauce, 150ml",LEE KUM KEE,SAME
ACE Market,LEE KUM KEE Premium Light Soy Sauce 150ml,LEE KUM KEE,Toko Gembira,Gyoza Sauce 150ml Lee Kum Kee,LEE KUM KEE,DIFFERENT
ACE Market,MEE CHUN Soy Sauce 500ml,MEE CHUN,Dun Yong,Best Soy Sauce (Mee Chun) 500ml,MEE CHUN,SAME
ACE Market,MEE CHUN Soy Sauce 500ml,MEE CHUN,Tjin's Toko,"Mee Chun Mee Chun Best Soy Sauce, 500ml",MEE CHUN,SAME
ACE Market,PEARL RIVER BRIDGE Light Soy Sauce Large 500ml,PEARL RIVER BRIDGE,Dun Yong,Superior Dark Soy Sauce (Pearl River Bridge) 500ml,PEARL RIVER BRIDGE,DIFFERENT
ACE Market,PEARL RIVER BRIDGE Light Soy Sauce Large 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Light Soy Sauce, 500ml",PEARL RIVER BRIDGE,SAME
ACE Market,PEARL RIVER BRIDGE Light Soy Sauce Large 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Dark Soy Sauce, 500ml",PEARL RIVER BRIDGE,DIFFERENT
ACE Market,PEARL RIVER BRIDGE Light Soy Sauce Large 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Soy Sauce Gold Label, 500ml",PEARL RIVER BRIDGE,DIFFERENT
ACE Market,PEARL RIVER BRIDGE Light Soy Sauce Large 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Mushroom Soy Sauce, 500ml",PEARL RIVER BRIDGE,DIFFERENT
ACE Market,PEARL RIVER BRIDGE Light Soy Sauce Large 500ml,PEARL RIVER BRIDGE,Toko Gembira,Dark Soy Sauce 500ml - Pearl River Bridge,PEARL RIVER BRIDGE,DIFFERENT
ACE Market,SEMPIO Soy Sauce Rich and Mellow 500ml,SEMPIO,Dun Yong,Naturally Brewed Soy Sauce (Sempio) 500ml,SEMPIO,SAME
ACE Market,SEMPIO Soy Sauce Rich and Mellow 500ml,SEMPIO,Tjin's Toko,"Sempio Sempio Soy Sauce Naturally Brewed 501, 500ml",SEMPIO,SAME
ACE Market,SEMPIO Soy Sauce Rich and Mellow 500ml,SEMPIO,Tjin's Toko,"Sempio Sempio Soy Sauce Rich &amp; Mellow Jin S, 500ml",SEMPIO,SAME
ACE Market,SEMPIO Soy Sauce Rich and Mellow 500ml,SEMPIO,Toko Asia,SEMPIO SOY SAUCE SALT PET 500ML,SEMPIO,DIFFERENT
Dun Yong,Best Soy Sauce (Mee Chun) 500ml,MEE CHUN,Tjin's Toko,"Mee Chun Mee Chun Best Soy Sauce, 500ml",MEE CHUN,SAME
Dun Yong,Best Soy Sauce (Mee Chun) 500ml,MEE CHUN,Toko Asia,MEE CHUN BEST SOY SAUCE 500 ML,MEE CHUN,SAME
Dun Yong,Double Deluxe Soy Sauce (Lee Kum Kee) 500ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Double Deluxe Soy Sauce, 500ml",LEE KUM KEE,SAME
Dun Yong,Double Deluxe Soy Sauce (Lee Kum Kee) 500ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Premium Dark Soy Sauce, 500ml",LEE KUM KEE,DIFFERENT
Dun Yong,Double Deluxe Soy Sauce (Lee Kum Kee) 500ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Premium Light Soy Sauce, 500ml",LEE KUM KEE,DIFFERENT
Dun Yong,Double Deluxe Soy Sauce (Lee Kum Kee) 500ml,LEE KUM KEE,Toko Asia,LEE KUM KEE PREMIUM DARK SOY SAUCE 500 ML,LEE KUM KEE,DIFFERENT
Dun Yong,Double Deluxe Soy Sauce (Lee Kum Kee) 500ml,LEE KUM KEE,Toko Asia,LEE KUM KEE PREMIUM LIGHT SOY SAUCE 500 ML,LEE KUM KEE,DIFFERENT
Dun Yong,Kecap Asin Special Salty Soy Sauce (ABC) 600ml,ABC,Tjin's Toko,"ABC ABC Kecap Manis, 600ml",ABC,DIFFERENT
Dun Yong,Kecap Asin Special Salty Soy Sauce (ABC) 600ml,ABC,Toko Gembira,ABC Kecap Manis 600ml,ABC,DIFFERENT
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Shilla Market,Kikkoman Tokusen Marudaizu Shoyu Soy Sauce 1L,KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Shilla Market,Kikkoman Koikuchi Shoyu Soy Sauce 1L,KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Tokusen Marudaizu Shoyu, 1L",KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Ponzu Soy Sauce, 1L",KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Tamari, 1L",KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Soy Sauce, 1L",KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Toko Asia,KIKKOMAN SOY SAUCE GLUTEN FREE TAMARI 1LITER,KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Toko Gembira,Kikkoman Soja Saus 1 liter less salt,KIKKOMAN,SAME
Dun Yong,Naturally Brewed Less Salt Soy Sauce (Kikkoman) 1L,KIKKOMAN,Toko Gembira,Kikkoman sojasaus 1 L,KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Soy Sauce (Kikkoman) 500ml,KIKKOMAN,Shilla Market,Kikkoman Koikuchi Shoyu Soy Sauce 500ml,KIKKOMAN,SAME
Dun Yong,Naturally Brewed Soy Sauce (Kikkoman) 500ml,KIKKOMAN,Shilla Market,Kikkoman Tokusen Yuki Organic Soy Sauce 500ml,KIKKOMAN,DIFFERENT
Dun Yong,Naturally Brewed Soy Sauce (Kikkoman) 500ml,KIKKOMAN,Toko Asia,KIKKOMAN SOY SAUCE 500 ML,KIKKOMAN,SAME
Dun Yong,Naturally Brewed Soy Sauce (Kikkoman) 500ml,KIKKOMAN,Toko Gembira,Kikkoman Sojasaus 500 ml,KIKKOMAN,SAME
Dun Yong,Naturally Brewed Soy Sauce (Sempio) 500ml,SEMPIO,Tjin's Toko,"Sempio Sempio Soy Sauce Rich &amp; Mellow Jin S, 500ml",SEMPIO,SAME
Dun Yong,Naturally Brewed Soy Sauce (Sempio) 500ml,SEMPIO,Tjin's Toko,"Sempio Sempio Soy Sauce Naturally Brewed 501, 500ml",SEMPIO,SAME
Dun Yong,Naturally Brewed Soy Sauce (Sempio) 500ml,SEMPIO,Toko Asia,SEMPIO SOY SAUCE SALT PET 500ML,SEMPIO,SAME
Dun Yong,Seasoned Soy Sauce for Seafood (Lee Kum Kee) 410ml,LEE KUM KEE,Tjin's Toko,"Lee Kum Kee Lee Kum Kee Seasoned Soy Sauce For Seafood, 410ml",LEE KUM KEE,SAME
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Shilla Market,Kikkoman Koikuchi Shoyu Soy Sauce 1L,KIKKOMAN,SAME
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Shilla Market,Kikkoman Tokusen Marudaizu Shoyu Soy Sauce 1L,KIKKOMAN,DIFFERENT
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Tamari, 1L",KIKKOMAN,DIFFERENT
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Soy Sauce, 1L",KIKKOMAN,SAME
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Tokusen Marudaizu Shoyu, 1L",KIKKOMAN,DIFFERENT
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Ponzu Soy Sauce, 1L",KIKKOMAN,DIFFERENT
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Toko Asia,KIKKOMAN SOY SAUCE GLUTEN FREE TAMARI 1LITER,KIKKOMAN,DIFFERENT
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Toko Asia,KIKKOMAN SOY SAUCE 1 LITER,KIKKOMAN,SAME
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Toko Gembira,Kikkoman Soja Saus 1 liter less salt,KIKKOMAN,DIFFERENT
Dun Yong,Shouyu Naturally Brewed Soy Sauce (Kikkoman) 1L,KIKKOMAN,Toko Gembira,Kikkoman sojasaus 1 L,KIKKOMAN,SAME
Dun Yong,Soy Sauce with Mushroom (Healthy Boy) 700ml,HEALTHY BOY,Toko Asia,HEALTHY BOY -  THIN SOY SAUCE 700 ML,HEALTHY BOY,DIFFERENT
Dun Yong,Soy Sauce with Mushroom (Healthy Boy) 700ml,HEALTHY BOY,Toko Asia,HB MUSHROOM SOY SAUCE 700 ML,HEALTHY BOY,SAME
Dun Yong,Superior Dark Soy Sauce (Pearl River Bridge) 150ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Mushroom Soy Sauce, 150ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Dark Soy Sauce (Pearl River Bridge) 150ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Light Soy Sauce, 150ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Dark Soy Sauce (Pearl River Bridge) 150ml,PEARL RIVER BRIDGE,Toko Gembira,Light Soy Sauce 150 ml Pearl River Bridge,PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Dark Soy Sauce (Pearl River Bridge) 150ml,PEARL RIVER BRIDGE,Toko Gembira,mushroom dark soy sauce 150ml pearl river bridge,PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Dark Soy Sauce (Pearl River Bridge) 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Mushroom Soy Sauce, 500ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Dark Soy Sauce (Pearl River Bridge) 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Soy Sauce Gold Label, 500ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Dark Soy Sauce (Pearl River Bridge) 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Light Soy Sauce, 500ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Light Soy Sauce (Pearl River Bridge) 150ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Mushroom Soy Sauce, 150ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Light Soy Sauce (Pearl River Bridge) 150ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Dark Soy Sauce, 150ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Light Soy Sauce (Pearl River Bridge) 150ml,PEARL RIVER BRIDGE,Toko Gembira,mushroom dark soy sauce 150ml pearl river bridge,PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Light Soy Sauce (Pearl River Bridge) 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Mushroom Soy Sauce, 500ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Light Soy Sauce (Pearl River Bridge) 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Soy Sauce Gold Label, 500ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Light Soy Sauce (Pearl River Bridge) 500ml,PEARL RIVER BRIDGE,Tjin's Toko,"Pearl River Bridge Pearl River Bridge Dark Soy Sauce, 500ml",PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Superior Light Soy Sauce (Pearl River Bridge) 500ml,PEARL RIVER BRIDGE,Toko Gembira,Dark Soy Sauce 500ml - Pearl River Bridge,PEARL RIVER BRIDGE,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Shilla Market,Kikkoman Sweet Soy Sauce 250ml,KIKKOMAN,SAME
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Shilla Market,Kikkoman Tamari Shoyu Soy Sauce Gluten-Free 250ml,KIKKOMAN,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Soy Sauce Less Salt, 250ml",KIKKOMAN,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Tamari Soy Sauce, 250ml",KIKKOMAN,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Ponzu Citrus Soy Sauce, 250ml",KIKKOMAN,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Sushi &amp; Sashimi Soy Sauce, 250ml",KIKKOMAN,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Tjin's Toko,"Kikkoman Kikkoman Soy Sauce, 250ml",KIKKOMAN,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Toko Asia,KIKKOMAN SOY SAUCE 250 ML,KIKKOMAN,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Toko Asia,KIKKOMAN TAMARI SOY SAUCE 250 ML,KIKKOMAN,DIFFERENT
Dun Yong,Sweet Soy Sauce for Rice (Kikkoman) 250ml,KIKKOMAN,Toko Asia,KIKKOMAN PONZU LEMON SOY SAUCE 250 ML,KIKKOMAN,DIFFERENT
